"Name"	"Score"	"freq_dw"
"LYNX1"	"LYNX1"	0.159871751419626	1
"KSR2"	"KSR2"	0.161895317414878	6
"SHANK2"	"SHANK2"	0.164146647577642	1
"CTC-548K16.6"	"CTC-548K16.6"	0.164146647577642	1
"PLCL2"	"PLCL2"	0.164146647577642	1
"URB2"	"URB2"	0.164146647577642	1
"RP11-108F13.2"	"RP11-108F13.2"	0.165759504388088	3
"ZNF724P"	"ZNF724P"	0.167223415428917	1
"HS6ST2"	"HS6ST2"	0.169767295778872	2
"RINL"	"RINL"	0.170994656616977	3
"PFN1P2"	"PFN1P2"	0.172203938294255	5
"AL353644.3"	"AL353644.3"	0.174395211648307	1
"RP11-687F6.5"	"RP11-687F6.5"	0.174717865669856	1
"RP11-737O24.3"	"RP11-737O24.3"	0.17498335498576	1
"LSAMP"	"LSAMP"	0.176324817388468	1
"COX7A1"	"COX7A1"	0.177247500291853	4
"LINC00326"	"LINC00326"	0.177672234940068	2
"KIRREL"	"KIRREL"	0.177675332381766	3
"ZNF695"	"ZNF695"	0.177675332381766	1
"CTD-3113P16.11"	"CTD-3113P16.11"	0.177675332381766	4
"UOX"	"UOX"	0.187271241247334	4
"ZBTB20-AS1"	"ZBTB20-AS1"	0.188780742751619	1
"STMN1P1"	"STMN1P1"	0.190067636496313	1
"LIPG"	"LIPG"	0.190129450864775	3
"RP11-87G24.3"	"RP11-87G24.3"	0.191181061278887	3
"FAM83A"	"FAM83A"	0.191181061278887	2
"CTC-329D1.2"	"CTC-329D1.2"	0.191181061278887	3
"RAB3B"	"RAB3B"	0.191474823141404	1
"TMPRSS11E"	"TMPRSS11E"	0.19297062147073	2
"SNORA80B"	"SNORA80B"	0.19573238187881	1
"SH3GL3"	"SH3GL3"	0.197778398141204	1
"MYLK3"	"MYLK3"	0.198043768229255	1
"SCN3A"	"SCN3A"	0.198459836384247	2
"MALL"	"MALL"	0.200712420792885	1
"RP11-297D21.2"	"RP11-297D21.2"	0.20149325193464	1
"LINC00640"	"LINC00640"	0.202948513811055	1
"NME1-NME2"	"NME1-NME2"	0.203396260734584	2
"FRZB"	"FRZB"	0.204663866738454	5
"ACSBG2"	"ACSBG2"	0.204663866738454	1
"RP1-102D24.5"	"RP1-102D24.5"	0.204663866738454	3
"RP11-451F20.1"	"RP11-451F20.1"	0.204663866738454	2
"EDRF1-AS1"	"EDRF1-AS1"	0.204663866738454	1
"MRO"	"MRO"	0.206715974603677	1
"RP4-785G19.5"	"RP4-785G19.5"	0.208829833090209	1
"FAM46B"	"FAM46B"	0.211538390666206	3
"RP11-840I19.3"	"RP11-840I19.3"	0.211538390666206	3
"TNFSF4"	"TNFSF4"	0.213304191497046	1
"LRRTM2"	"LRRTM2"	0.214282466431298	2
"DSG3"	"DSG3"	0.214807729864298	4
"NOMO3"	"NOMO3"	0.214807729864298	1
"MCAM"	"MCAM"	0.217041473202624	1
