"","x"
"3325","AC096574.4"
"3326","RP11-767C1.2"
"3327","FAM109B"
"3328","TMEM79"
"3329","ZMYM4"
"3330","IL18R1"
"3331","SMG9"
"3332","NFATC2"
"3333","RP11-273G15.2"
"3334","RP11-5O17.1"
"3335","RP11-485M7.2"
"3336","RP5-1112D6.7"
"3337","NF1"
"3338","TSEN54"
"3339","CTD-2358C21.5"
"3340","APBA3"
"3341","RP4-798A10.2"
"3342","RP11-1000B6.2"
"3343","C1orf220"
"3344","FO538757.3"
"3345","RP11-108M9.6"
"3346","RP11-89F3.2"
"3347","RXFP4"
"3348","SEPT14P12"
"3349","IL24"
"3350","RP11-1057B6.1"
"3351","RP11-725P16.2"
"3352","AC009502.1"
"3353","AC097713.4"
"3354","RP11-305O4.3"
"3355","ENPP7P9"
"3356","CTD-2083E4.6"
"3357","RN7SL153P"
"3358","CTD-2376I4.2"
"3359","PCDHB4"
"3360","HMMR-AS1"
"3361","KIF25"
"3362","RP4-733B9.1"
"3363","HSFX1"
"3364","AC145110.1"
"3365","RNU6ATAC8P"
"3366","RP11-3J10.7"
"3367","RP11-736K20.6"
"3368","MMP1"
"3369","RP11-414H17.5"
"3370","RP11-406H21.2"
"3371","RP11-57C13.6"
"3372","AC021037.2"
"3373","RP11-370I10.11"
"3374","RNU6-199P"
"3375","SMAD9-IT1"
"3376","RP11-382A20.7"
"3377","RP11-346C20.4"
"3378","RP11-490B18.5"
"3379","RP11-81K2.1"
"3380","RP11-180P8.3"
"3381","RP11-1055B8.10"
"3382","FAM182B"
"3383","CTD-2540B15.9"
"3384","CTD-2525I3.3"
"3385","AP000351.3"
"3386","RP1-149A16.3"
"3387","APOL5"
