"Name"	"Score"	"freq_dw"
"LINC00959"	"LINC00959"	0.257370212053205	1
"CAPZA2"	"CAPZA2"	0.257370212053205	1
"IKZF2"	"IKZF2"	0.257370212053205	1
"SCML2"	"SCML2"	0.258547617153794	2
"RP11-15L13.4"	"RP11-15L13.4"	0.261600488615033	1
"KLF13"	"KLF13"	0.261600488615033	3
"MTUS1"	"MTUS1"	0.265826413040864	1
"BCL2L15"	"BCL2L15"	0.265826413040864	2
"RP11-473O4.5"	"RP11-473O4.5"	0.269283692310846	1
"COX6CP1"	"COX6CP1"	0.270047987570604	2
"KLF16"	"KLF16"	0.270047987570604	1
"NR5A2"	"NR5A2"	0.270047987570604	2
"TERT"	"TERT"	0.274265214444159	1
"NPW"	"NPW"	0.274265214444159	2
"KIAA1211"	"KIAA1211"	0.274265214444159	1
"CCDC83"	"CCDC83"	0.278478095901433	1
"RP11-521C22.2"	"RP11-521C22.2"	0.278478095901433	1
"NOMO3"	"NOMO3"	0.281578081157418	1
"GJC1"	"GJC1"	0.282686634182331	3
"SH3RF2"	"SH3RF2"	0.282686634182331	2
"SUCNR1"	"SUCNR1"	0.282686634182331	1
"TMEFF1"	"TMEFF1"	0.284112760233935	1
"RP11-338K17.6"	"RP11-338K17.6"	0.285726568323879	2
"GRIN2B"	"GRIN2B"	0.285726568323879	1
"MYOM1"	"MYOM1"	0.28689083152676	2
"FASN"	"FASN"	0.28689083152676	1
"CYP4F12"	"CYP4F12"	0.28689083152676	2
"GAPDHP55"	"GAPDHP55"	0.287114953837779	1
"BHMG1"	"BHMG1"	0.287114953837779	1
"LINC01468"	"LINC01468"	0.287863375635317	2
"EFNB1"	"EFNB1"	0.291090690174624	1
"KCND3"	"KCND3"	0.291090690174624	1
"FOSB"	"FOSB"	0.291646854927248	1
"CD33"	"CD33"	0.295286212365829	2
"ULBP2"	"ULBP2"	0.295286212365829	1
"AC005517.3"	"AC005517.3"	0.295286212365829	1
"USH1G"	"USH1G"	0.29947740034028	1
"WNT10A"	"WNT10A"	0.29947740034028	1
"DIAPH2"	"DIAPH2"	0.301150461765057	1
"RP11-115D19.1"	"RP11-115D19.1"	0.303664256337882	1
"PRIM1"	"PRIM1"	0.303664256337882	1
"EIF4EP1"	"EIF4EP1"	0.303990418281442	1
"VTCN1"	"VTCN1"	0.305414474287232	1
"AC132812.1"	"AC132812.1"	0.307846782598541	1
"RP11-212P7.1"	"RP11-212P7.1"	0.307846782598541	1
"KALRN"	"KALRN"	0.307846782598541	1
"FOXO1"	"FOXO1"	0.311137778765459	2
"MFAP4"	"MFAP4"	0.312024981362162	1
"LTBP2"	"LTBP2"	0.312024981362162	1
"FOXP2"	"FOXP2"	0.312024981362162	1
"RNU6-476P"	"RNU6-476P"	0.312575352599729	1
"USP18"	"USP18"	0.314015616560264	1
"SNORD62B"	"SNORD62B"	0.31619885486865	3
"JPH1"	"JPH1"	0.31619885486865	1
"KIRREL2"	"KIRREL2"	0.316904196940885	2
"SGPP2"	"SGPP2"	0.319803484068836	1
"GTF2IP9"	"GTF2IP9"	0.32036840535791	3
"MIR4664"	"MIR4664"	0.32036840535791	1
"TAF2"	"TAF2"	0.32036840535791	1
"SAMD5"	"SAMD5"	0.321257131463534	1
"C11orf42"	"C11orf42"	0.324533635069848	1
"SERBP1"	"SERBP1"	0.324533635069848	2
"CEBPZ"	"CEBPZ"	0.328694546244369	1
"TWF1P1"	"TWF1P1"	0.332851141121379	3
"OPTN"	"OPTN"	0.332851141121379	1
"SENP3-EIF4A1"	"SENP3-EIF4A1"	0.332851141121379	1
"PLEKHA7"	"PLEKHA7"	0.332981811223455	1
"EIF4E3"	"EIF4E3"	0.332981811223455	1
"XYLB"	"XYLB"	0.337003421940782	1
"SRGAP2D"	"SRGAP2D"	0.337003421940782	1
"TXNDC5"	"TXNDC5"	0.34039527245702	1
"RNF223"	"RNF223"	0.341151390942484	1
"LL22NC03-80A10.6"	"LL22NC03-80A10.6"	0.341151390942484	1
"RP11-394B2.5"	"RP11-394B2.5"	0.343378923378162	1
"PODXL"	"PODXL"	0.34529505036639	1
"SRXN1"	"SRXN1"	0.347873858937161	1
"ST6GALNAC3"	"ST6GALNAC3"	0.349434402452406	1
"CSRNP1"	"CSRNP1"	0.349434402452406	1
"HSPA1A"	"HSPA1A"	0.353519089649595	1
"MAPK8IP2"	"MAPK8IP2"	0.353569449440438	1
"DSG2-AS1"	"DSG2-AS1"	0.353569449440438	1
"FAM45BP"	"FAM45BP"	0.353569449440438	1
"LAMP3"	"LAMP3"	0.355417010687551	1
"CPQ"	"CPQ"	0.356933339592143	1
"CTD-2353F22.2"	"CTD-2353F22.2"	0.357700193570388	1
"LRRCC1"	"LRRCC1"	0.357700193570388	1
"C6orf132"	"C6orf132"	0.357700193570388	1
"RP11-586D19.1"	"RP11-586D19.1"	0.358452224228681	1
"AL138898.1"	"AL138898.1"	0.361826637082165	2
"NEK7"	"NEK7"	0.361826637082165	2
"SYT11"	"SYT11"	0.361826637082165	2
"CTD-3076O17.2"	"CTD-3076O17.2"	0.363024167731868	2
"TRHDE"	"TRHDE"	0.365948782215672	1
"CTD-2510F5.4"	"CTD-2510F5.4"	0.365948782215672	2
"KB-1125A3.12"	"KB-1125A3.12"	0.365948782215672	2
"RPL5P23"	"RPL5P23"	0.370066631210816	1
"DTX4"	"DTX4"	0.370066631210816	1
"SSTR5"	"SSTR5"	0.372236454726364	1
"LRRC59"	"LRRC59"	0.374180186307501	2
"VGF"	"VGF"	0.375327352313233	2
"RP11-45M22.3"	"RP11-45M22.3"	0.375327352313233	2
"SUMO2P3"	"SUMO2P3"	0.378289449745632	1
"RP11-371A22.1"	"RP11-371A22.1"	0.378289449745632	1
"PYGO1"	"PYGO1"	0.382394423765115	1
"RPS26P6"	"RPS26P6"	0.382394423765115	1
"RP11-17E2.2"	"RP11-17E2.2"	0.382394423765115	2
"RPL34-AS1"	"RPL34-AS1"	0.386495110605856	1
"TMPPE"	"TMPPE"	0.386495110605856	1
"APOBEC3B"	"APOBEC3B"	0.386495110605856	1
"CTD-2619J13.16"	"CTD-2619J13.16"	0.390591512507759	1
"RPL7P1"	"RPL7P1"	0.390591512507759	2
"RGS2"	"RGS2"	0.390591512507759	2
"CYP51A1"	"CYP51A1"	0.390931241931034	1
"RP11-815J4.6"	"RP11-815J4.6"	0.394081649321893	1
"CTB-60B18.12"	"CTB-60B18.12"	0.394683631710731	2
"HMGB1P14"	"HMGB1P14"	0.394683631710731	1
"GRPEL1"	"GRPEL1"	0.398771470454675	1
"OGFR-AS1"	"OGFR-AS1"	0.398771470454675	1
"CHST4"	"CHST4"	0.398825610832345	2
"CTD-3149D2.2"	"CTD-3149D2.2"	0.40041180686303	2
"TMEM229B"	"TMEM229B"	0.402855030979497	1
"NCK1"	"NCK1"	0.402855030979497	3
"TMCC2"	"TMCC2"	0.402855030979497	2
"TSSK5P"	"TSSK5P"	0.406934315525104	1
"PRKACB"	"PRKACB"	0.406934315525104	1
"AFG3L2"	"AFG3L2"	0.4110093263314	1
"PRKCE"	"PRKCE"	0.4110093263314	1
"CR2"	"CR2"	0.415080065638289	1
"ARHGAP10"	"ARHGAP10"	0.415080065638289	1
"FLNB-AS1"	"FLNB-AS1"	0.415080065638289	2
"RP11-49K24.8"	"RP11-49K24.8"	0.419146535685679	2
"MAFK"	"MAFK"	0.419146535685679	1
"SLC25A21"	"SLC25A21"	0.419146535685679	1
"LCMT1-AS2"	"LCMT1-AS2"	0.423208738713474	1
"FAM105A"	"FAM105A"	0.423208738713474	1
"ATF3"	"ATF3"	0.426118417508743	1
"TONSL-AS1"	"TONSL-AS1"	0.427266676961578	1
"KPNA3"	"KPNA3"	0.427266676961578	1
"F3"	"F3"	0.429374575308589	1
"SCG2"	"SCG2"	0.431320352669899	1
"EPN3"	"EPN3"	0.431320352669899	1
"UNC13A"	"UNC13A"	0.43264013175107	2
"ANXA2P2"	"ANXA2P2"	0.43536976807834	1
"PPM1K"	"PPM1K"	0.43536976807834	1
"AKAP12"	"AKAP12"	0.439414925426807	1
"HS3ST1"	"HS3ST1"	0.439414925426807	1
"FAM84B"	"FAM84B"	0.439414925426807	2
"SNORA80B"	"SNORA80B"	0.443455826955206	3
"RTN3P1"	"RTN3P1"	0.443455826955206	1
"MIR616"	"MIR616"	0.443455826955206	2
"TMEM40"	"TMEM40"	0.447492474903442	2
"DDX21"	"DDX21"	0.447492474903442	1
"HMGN1P8"	"HMGN1P8"	0.450767091389541	1
"SEMA7A"	"SEMA7A"	0.451524871511419	1
"AC093724.2"	"AC093724.2"	0.451524871511419	2
"EFNB2"	"EFNB2"	0.452428834946159	1
"MGAT2"	"MGAT2"	0.452428834946159	1
"KCNJ12"	"KCNJ12"	0.455553019019045	1
"NOS1AP"	"NOS1AP"	0.455553019019045	1
"RP11-598P20.3"	"RP11-598P20.3"	0.455553019019045	1
"ISG15"	"ISG15"	0.457427769356633	1
"TICAM1"	"TICAM1"	0.459576919666222	2
"SERINC5"	"SERINC5"	0.459576919666222	2
"LARGE"	"LARGE"	0.459899315209021	1
"OGFRL1"	"OGFRL1"	0.460771767282694	2
"STBD1"	"STBD1"	0.463596575692858	1
"CARS-AS1"	"CARS-AS1"	0.467486901827421	1
"RP11-27G14.4"	"RP11-27G14.4"	0.467611989338857	1
"NMU"	"NMU"	0.467611989338857	3
"RAET1E-AS1"	"RAET1E-AS1"	0.471623162844124	1
"DIAPH3"	"DIAPH3"	0.471623162844124	1
"KLHL8"	"KLHL8"	0.471623162844124	1
"NCAM1"	"NCAM1"	0.475630098448566	1
"AL158069.1"	"AL158069.1"	0.478154098403251	1
"RP11-383G6.3"	"RP11-383G6.3"	0.479632798392086	2
"RP11-376N17.4"	"RP11-376N17.4"	0.481024722209723	2
"TBC1D14"	"TBC1D14"	0.481024722209723	1
"FABP6"	"FABP6"	0.483631264914591	1
"ACBD3"	"ACBD3"	0.483631264914591	1
"RNU7-3P"	"RNU7-3P"	0.483631264914591	2
"LITAF"	"LITAF"	0.487625500255985	2
"RP11-544A12.4"	"RP11-544A12.4"	0.487625500255985	1
"PFN1P3"	"PFN1P3"	0.489557856104742	1
"LINC00460"	"LINC00460"	0.491615506656175	1
"SLPI"	"SLPI"	0.491615506656175	1
"RP11-864J10.4"	"RP11-864J10.4"	0.495601286355065	2
"PJA1"	"PJA1"	0.495601286355065	1
"KIAA0196"	"KIAA0196"	0.495601286355065	1
"P3H2"	"P3H2"	0.499582841592561	2
"CYP2J2"	"CYP2J2"	0.499582841592561	1
"HNRNPA1P49"	"HNRNPA1P49"	0.499582841592561	1
